0.000000000000000000e+00 0.000000000000000000e+00
3.091109029278604411e-02 6.029687756042211022e-02
6.302181080264948609e-02 1.199630217077416461e-01
9.630742688593928180e-02 1.789798814592203080e-01
1.307432038990043177e-01 2.373289058321197964e-01
1.663044071981935601e-01 2.949915438437017978e-01
2.029663021398558642e-01 3.519492445112279988e-01
2.407041540803402657e-01 4.081834568519601691e-01
2.794932283759954950e-01 4.636756298831598011e-01
3.193087903831705598e-01 5.184072126220886645e-01
3.601261054582144960e-01 5.723596540860086401e-01
4.019204389574760339e-01 6.255144032921811093e-01
4.446670562373041258e-01 6.778529092578677862e-01
4.883412226540480017e-01 7.293566210003310513e-01
5.329182035640560589e-01 7.800069875368313976e-01
5.783732643236776383e-01 8.297854578846316498e-01
6.246816702892613593e-01 8.786734810609925228e-01
6.718186868171565074e-01 9.266525060831765082e-01
7.197595792637113687e-01 9.737039819684446540e-01
7.684796129852757840e-01 1.019809357734059452e+00
8.179540533381979284e-01 1.064950082397281950e+00
8.681581656788268653e-01 1.109107604975373640e+00
9.190672153635117692e-01 1.152263374485596792e+00
9.706564677486011483e-01 1.194398839945212565e+00
1.022901188190444399e+00 1.235495450371483450e+00
1.075776642045390030e+00 1.275534654781670163e+00
1.129258094669787660e+00 1.314497902193035639e+00
1.183320811419985130e+00 1.352366641622840149e+00
1.237940057652332282e+00 1.389122322088346184e+00
1.293091098723177179e+00 1.424746392606814904e+00
1.348749199988869663e+00 1.459220302195508800e+00
1.404889626805757796e+00 1.492525499871689032e+00
1.461487644530191421e+00 1.524643434652617202e+00
1.518518518518518601e+00 1.555555555555555802e+00
1.575957514127088954e+00 1.585243311597765548e+00
1.633779896712250768e+00 1.613688151796508041e+00
1.691960931630353215e+00 1.640871525169045775e+00
1.750475884237745694e+00 1.666774880732640352e+00
1.809300019890776268e+00 1.691379667504552931e+00
1.868408603945793889e+00 1.714667334502044893e+00
1.927776901759148842e+00 1.736619330742379397e+00
1.987380178687188748e+00 1.757217105242817379e+00
2.047193700086261892e+00 1.776442107020619332e+00
2.107192731312719225e+00 1.794275785093048636e+00
2.167352537722908590e+00 1.810699588477366451e+00
2.227648384673178050e+00 1.825694966190833934e+00
2.288055537519877891e+00 1.839243367250713135e+00
2.348549261619356621e+00 1.851326240674266543e+00
2.409104822327963191e+00 1.861925035478754653e+00
2.469697485002045667e+00 1.871021200681439289e+00
2.530302514997954333e+00 1.878596185299583166e+00
2.590895177672037697e+00 1.884631438350446775e+00
2.651450738380643823e+00 1.889108408851292165e+00
2.711944462480122553e+00 1.892008545819381604e+00
2.772351615326821950e+00 1.893313298271975587e+00
2.832647462277092298e+00 1.893004115226337714e+00
2.892807268687281663e+00 1.891062445699727812e+00
2.952806299913738108e+00 1.887469738709408151e+00
3.012619821312811919e+00 1.882207443272641001e+00
3.072223098240852046e+00 1.875257008406687076e+00
3.131591396054206111e+00 1.866599883128808646e+00
3.190699980109224398e+00 1.856217516456267536e+00
3.249524115762254972e+00 1.844091357406325127e+00
3.308039068369647673e+00 1.830202854996243467e+00
3.366220103287749676e+00 1.814533458243283714e+00
3.424042485872911268e+00 1.797064616164707918e+00
3.481481481481481843e+00 1.777777777777777679e+00
3.538512355469809023e+00 1.756654392099754824e+00
3.595110373194242648e+00 1.733675908147900735e+00
3.651250800011130782e+00 1.708823774939477458e+00
3.706908901276823265e+00 1.682079441491746152e+00
3.762059942347668606e+00 1.653424356821969310e+00
3.816679188580015314e+00 1.622839969947407646e+00
3.870741905330213228e+00 1.590307729885323651e+00
3.924223357954609970e+00 1.555809085652978929e+00
3.977098811809556267e+00 1.519325486267634640e+00
4.029343532251399296e+00 1.480838380746553273e+00
4.080932784636488009e+00 1.440329218106995990e+00
4.131841834321173579e+00 1.397779447366223948e+00
4.182045946661801850e+00 1.353170517541499862e+00
4.231520387014724882e+00 1.306483877650084890e+00
4.280240420736289408e+00 1.257700976709240859e+00
4.328181313182843937e+00 1.206803263736229148e+00
4.375318329710738752e+00 1.153772187748312472e+00
4.421626735676322362e+00 1.098589197762751324e+00
4.467081796435944163e+00 1.041235742796807529e+00
4.511658777345951776e+00 9.816932718677435776e-01
4.555332943762696374e+00 9.199432339928201863e-01
4.598079561042524688e+00 8.559670781892998459e-01
4.639873894541786115e+00 7.897462534744436047e-01
4.680691209616830051e+00 7.212622088655140651e-01
4.720506771624005005e+00 6.504963933797722753e-01
4.759295845919660373e+00 5.774302560344793944e-01
4.797033697860144663e+00 5.020452458468983581e-01
4.833695592801806384e+00 4.243228118342893262e-01
4.869256796100995821e+00 3.442444030139157340e-01
4.903692573114061481e+00 2.617914684030384631e-01
4.936978189197350986e+00 1.769454570189181175e-01
4.969088909707214619e+00 8.968781787881839607e-02
5.000000000000000000e+00 0.000000000000000000e+00
